scientificName,imageCount,hasImages,gbifTaxonKeyOrReason
"Rhachisaurus brachylepis (Dixon, 1974)",8,True,2450473
"Phaops adamantinus (Germar, 1824)",0,False,erro_rede
Callianthe inaequalis (Link & Otto) Donnel,0,False,erro_rede
Panicum glabripes Döll,0,False,erro_rede
"Thygater (Thygater) analis (Lepeletier, 1841)",20,True,1344790
"Eriophora edax Blackwall, 1863",20,True,5171066
Sorocea muriculata Miq.,0,False,erro_rede
"Campephilus melanoleucos (Gmelin, 1788)",0,False,erro_rede
Aldama bracteata (Gardner) E.E.Schill. & Panero,0,False,erro_rede
"Mazia amazonica (Bates, 1864)",0,False,erro_rede
"Morys geisa (Möschler, 1879)",16,True,1949555
"Scolopendropsis bahiensis (Brandt, 1841)",20,True,2232191
"Dirphia fornax (Druce, 1903)",0,False,erro_rede
Urochloa distachya (L.) T.Q.Nguyen,0,False,erro_rede
Clusia spiritu-sanctensis G.Mariz & B.Weinberg,20,True,5555953
Maxillaria valenzuelana (A.Rich.) Nash.,0,False,erro_rede
"Prepona claudina (Godart, [1824])",20,True,8731494
"Gymnotus carapo Linnaeus, 1758",0,False,erro_rede
"Homalogrypota coccinea (Fabricius, 1794)",20,True,2017704
Tradescantia tenella Kunth,20,True,2765160
"Lophostrix cristata (Daudin, 1800)",0,False,erro_rede
Verbascum virgatum Stokes,0,False,erro_rede
"Leptasthenura setaria (Temminck, 1824)",0,False,erro_rede
Clidemia microthyrsa R.O.Williams,0,False,erro_rede
Hydrocotyle bradei Rossberg,8,True,7663626
Xerochrysum bracteatum (Vent.) Tzvelev,20,True,3102871
"Brachycephalus ephippium (Spix, 1824)",0,False,erro_rede
Xylosma prockia (Turcz.) Turcz.,0,False,erro_rede
Vriesea brusquensis Reitz,20,True,5289125
Callitriche terrestris Raf.,0,False,erro_rede
"Arctocephalus tropicalis (Gray, 1872)",20,True,2433471
"Piprites pileata (Temminck, 1822)",0,False,erro_rede
"Taygetis echo (Cramer, 1775)",0,False,erro_rede
Mimosa procurrens Benth.,0,False,erro_rede
"Polinices hepaticus (Röding, 1798)",20,True,2300393
Adiantopsis tweediana (Hook.) Link-Pérez & Hickey,20,True,8118870
"Ctenus fasciatus Mello-Leitão, 1943",0,False,erro_rede
"Echinanthera cephalostriata Di-Bernardo, 1996",0,False,erro_rede
"Quesada gigas (Olivier, 1790)",0,False,erro_rede
Psyllocarpus asparagoides Mart. ex Mart. & Zucc.,20,True,2907972
Passiflora spinosa (Poepp. & Endl.) Mast.,20,True,3588360
"Dysithamnus stictothorax (Temminck, 1823)",0,False,erro_rede
Meniscium longifolium Desv.,0,False,erro_rede
"Bradybaena similaris (Férussac, 1821)",20,True,2297154
Calliandra parviflora Benth.,20,True,2982301
"Anicla ignicans (Guenée, 1852)",0,False,erro_rede
Dioscorea campestris Griseb.,0,False,erro_rede
Habenaria hamata Barb.Rodr.,0,False,erro_rede
Xiquexique tuberculatus (Werderm.) Lavor & Calvente,20,True,11084031
Trithrinax brasiliensis Mart.,20,True,2735187
Pleroma mutabile (Vell.) Triana,0,False,erro_rede
Blepharandra hypoleuca (Benth.) Griseb.,0,False,erro_rede
"Dibernardia affinis (Günther, 1858)",0,False,sem_match_taxonomico
Crinum ornatum (L.f.) Herb.,0,False,erro_rede
Scleria bracteata Cav.,0,False,erro_rede
Lithachne pauciflora (Sw.) P.Beauv.,20,True,2703323
"Terebra taurina (Lightfoot, 1786)",20,True,2303067
"Chiropotes utahicki Hershkovitz, 1985",0,False,erro_rede
"Henriettea umbelluliflora (Triana) M.A.Yamam., J.F.B.Pastore & R.Goldenb.",0,False,erro_rede
"Brachygalba lugubris (Swainson, 1838)",20,True,2475040
"Druzia flavostriata Simon, 1901",20,True,7955791
Palicourea coriacea (Cham.) K.Schum.,0,False,erro_rede
"Harpia harpyja Linnaeus, 1758",0,False,erro_rede
Asterostigma lombardii E.G.Gonç.,20,True,2866767
Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.,20,True,2704523
Ibatia harleyi (Fontella & Morillo) Morillo,0,False,erro_rede
Camillea leprieurii Mont.,0,False,erro_rede
Manettia chrysoderma Sprague,0,False,erro_rede
"Anopetia gounellei (Boucard, 1891)",20,True,2476149
Canna paniculata Ruiz & Pav.,20,True,5303102
"Condica cupentia (Cramer, 1780)",0,False,erro_rede
"Macaria infusata Guenée, 1858",0,False,erro_rede
Amauropelta mosenii (C. Chr.) Salino & T.E.Almeida,0,False,erro_rede
Coleocephalocereus braunii Diers & Esteves,0,False,erro_rede
Aechmea bocainensis E.Pereira & Leme,20,True,2698162
Pabstiella cordilabia (Pabst) Luer,11,True,2787104
Tephrosia purpurea (L.) Pers.,0,False,erro_rede
"Morpho helenor (Cramer, 1776)",0,False,erro_rede
"Euglyphis praedicabilis Draudt, 1927",13,True,5102063
"Ramphotrigon megacephalum (Swainson, 1835)",20,True,2483862
"Epipleoneura venezuelensis Rácenis, 1955",0,False,erro_rede
Diplazium tamandarei Rosenst.,0,False,erro_rede
"Paratetrapedia flaveola Aguiar & Melo, 2011",0,False,erro_rede
Miconia acuminata (Steud.) Naudin,20,True,3861114
"Ginglymostoma cirratum (Bonnaterre, 1788)",20,True,2417495
Cordia glabrata (Mart.) A.DC.,0,False,erro_rede
"Emesis (Mandania) mandana (Cramer, 1780)",0,False,erro_rede
Baccharis microdonta DC.,0,False,erro_rede
Campylocentrum ulaei Cogn.,20,True,7320910
Chamaecrista cavalcantina (H.S.Irwin & Barneby) H.S.Irwin & Barneby,20,True,2950266
Sparattanthelium acreanum Pilg.,0,False,erro_rede
"Platyprosterna pernambuconis (Dyar, 1905)",0,False,erro_rede
Sorghastrum scaberrimum (Nees) Herter,20,True,4108684
Pleroma echinatum Gardner,20,True,5601513
"Neivacoris neivai Costa Lima, 1940",0,False,erro_rede
"Thamnomanes caesius (Temminck, 1820)",0,False,erro_rede
Agapanthus africanus (L.) Hoffmanns.,20,True,2854740
Steiropteris polypodioides (Raddi) Salino & T.E. Almeida,20,True,8455686
"Heraclides androgeus (Cramer, 1775)",0,False,erro_rede
"Phyllomyias reiseri Hellmayr, 1905",0,False,erro_rede
Mandevilla hatschbachii M.F.Sales et al.,0,False,erro_rede
Alternanthera bahiensis Pedersen,0,False,erro_rede
Utricularia benjaminiana Oliv.,20,True,4087900
Catasetum luridum (Link. & Otto) Lindl.,20,True,2804004
"Arremon semitorquatus Swainson, 1838",0,False,erro_rede
"Pseudoxychona spiritualis (Ihering, 1912)",0,False,erro_rede
Squamidium leucotrichum (Taylor) Broth.,0,False,erro_rede
"Stiphra cearensis Günther, 1940",0,False,erro_rede
Serpocaulon catharinae (Langsd. & Fisch.) A.R. Sm.,20,True,4024085
Coussapoa angustifolia Aubl.,20,True,4013324
Miconia kriegeriana Baumgratz & Chiaveg.,0,False,erro_rede
"Cresera optimus (Butler, 1877)",20,True,1811391
Vriesea paratiensis E.Pereira,20,True,5289083
"Alpaida leucogramma (White, 1841)",0,False,erro_rede
Cupania impressinervia Acev.-Rodr.,0,False,erro_rede
"Myrmotherula sclateri Snethlage, 1912",0,False,erro_rede
Acianthera duartei (Hoehne) Pridgeon & M.W.Chase,6,True,2839600
"Incisus incisus (Mabille, 1878)",0,False,erro_rede
Aciotis purpurascens (Aubl.) Triana,20,True,3861822
"Alceis curtus (Boheman, 1833)",0,False,erro_rede
Louisiella elephantipes (Nees ex Trin.) Zuloaga,0,False,erro_rede
"Latebraria amphipyroides Guenée, 1852",0,False,erro_rede
Compsoneura sprucei (A.DC.) Warb.,20,True,5564457
Asystasia gangetica (L.) T.Anderson,20,True,3173254
"Xenophanes tryxus (Stoll, 1780)",0,False,erro_rede
"Cratera crioula (Froehlich, 1955)",4,True,9100715
"Niambia squamata (Budde-Lund, 1885)",0,False,erro_rede
Inga flagelliformis (Vell.) Mart.,20,True,5357633
Borreria suaveolens G. Mey.,0,False,erro_rede
Heteropsis salicifolia Kunth,0,False,erro_rede
Sargassum filipendula C. Agardh,0,False,erro_rede
Brosimum lactescens (S.Moore) C.C.Berg,20,True,3763127
"Acanthoscurria geniculata (Koch, 1841)",20,True,2153823
Veyretia aphylla (Ridl.) Szlach.,0,False,erro_rede
Philodendron roseopetiolatum Nadruz & Mayo,0,False,erro_rede
Coccocypselum geophiloides Wawra,0,False,erro_rede
"Stalachtis euterpe (Linnaeus, 1758)",20,True,1921993
"Dynamine coenus (Fabricius, 1793)",20,True,1909213
"Platyphora congener (Stål, 1858)",0,False,erro_rede
"Siphonops annulatus (Mikan, 1820)",0,False,erro_rede
Ocotea porosa (Nees & Mart.) Barroso,20,True,7427554
Rhynchanthera cordata DC.,20,True,7272969
"Conopophaga cearae Cory, 1916",0,False,erro_rede
"Othorene cadmus (Herrich-Schäffer, 1854)",0,False,erro_rede
Scaevola plumieri (L.) Vahl,0,False,erro_rede
Myrcia heringii D.Legrand,20,True,3174095
Aeschynomene indica L.,20,True,2949250
"Loxopholis percarinatum (Müller, 1923)",0,False,erro_rede
Tococa aristata Benth.,0,False,erro_rede
Myrceugenia ovalifolia (O.Berg) Landrum,0,False,erro_rede
Alstroemeria monticola Mart. ex Schult. & Schult.f.,0,False,erro_rede
Bignonia binata Thunb.,20,True,4094291
"Trina geometrina (C. Felder & R. Felder, 1867)",20,True,1943475
Fischeria stellata (Vell.) E.Fourn.,0,False,erro_rede
"Turmosa camposa (Plötz, 1886)",1,True,1950112
"Corethrella (Corethrella) quadrivittata Shannon & Del Ponte, 1928",0,False,erro_rede
"Mocis latipes (Guenée, 1852)",20,True,5884258
Lycopodiella longipes (Grev. & Hooker) Holub,0,False,erro_rede
"Cobalopsis miaba (Schaus, 1902)",0,False,erro_rede
"Andraegoidus rufipes (Fabricius, 1787)",20,True,1099330
Murdannia engelsii M.Pell. & Faden,0,False,erro_rede
Commelina platyphylla Klotzsch ex Seub.,20,True,2764039
Solanum leucopogon Huber,0,False,erro_rede
Canna glauca L.,0,False,erro_rede
"Lyropteryx terpsichore Westwood, 1851",0,False,sem_match_taxonomico
"Paramantispa prolixa (Erichson, 1839)",0,False,erro_rede
"Cornitermes weberi Emerson, 1952",0,False,9455829
Lindsaea ovoidea Fée,20,True,3606167
Brachypodium sylvaticum (Huds.) P.Beauv.,0,False,erro_rede
Begonia caparaoensis E.L.Jacques & L.Kollmann,15,True,7354615
"Celeus galeatus (Temminck, 1822)",20,True,8868834
Elaphoglossum langsdorffii (Hook. & Grev.) T.Moore,0,False,erro_rede
Schizachyrium scoparium (Michx.) Nash,0,False,erro_rede
"Roferta marginalis (Herrich-Schäffer, 1836)",0,False,erro_rede
Agave attenuata Salm-Dyck,20,True,2766613
"Selenidera piperivora (Linnaeus, 1758)",20,True,5789359
Goniopteris poiteana (Bory) Ching,0,False,erro_rede
"Patagioenas subvinacea (Lawrence, 1868)",0,False,erro_rede
"Strongylium purpureum Mäklin, 1864",0,False,sem_match_taxonomico
"Polystictus pectoralis (Vieillot, 1817)",0,False,erro_rede
Zollernia glabra (Spreng.) Yakovlev,0,False,erro_rede
Oxypetalum crispum Wight ex Hook. & Arn.,20,True,3572687
Peperomia nitida Dahlst.,20,True,7928689
Piper mosenii C.DC.,0,False,erro_rede
"Columbina cyanopis (Pelzeln, 1870)",0,False,erro_rede
Didymopanax longipetiolatus (Pohl ex DC.) Marchal,19,True,3037743
Vigna umbellata (Thunb.) Ohwi & H.Ohashi,20,True,2982753
"Philonome penerivifera Sohn & Davis, 2015",0,False,erro_rede
Serjania glabrata Kunth,0,False,erro_rede
"Guarephila albida Tavares, 1909",0,False,erro_rede
Elaphoglossum paulistanum Rosenst.,10,True,4012218
"Aeolus octoguttatus Candèze, 1859",20,True,1162057
"Megabalanus tintinnabulum (Linnaeus, 1758)",0,False,erro_rede
"Platyomus piscatorius (Germar, 1824)",20,True,7884704
Coccoloba mollis Casar.,20,True,4037525
Annona tomentosa R.E.Fr.,0,False,erro_rede
Hevea guianensis Aubl.,0,False,erro_rede
Amauropelta decurtata (Link) Salino & T.E.Almeida,0,False,erro_rede
"Mugil brevirostris Miranda-Ribeiro, 1915",2,True,9368759
Zephyranthes paranaensis Ravenna,8,True,2859887
Aristolochia birostris Duch.,0,False,erro_rede
Chrysophyllum arenarium Allemão,0,False,erro_rede
"Spicauda simplicius (Stoll, 1790)",0,False,erro_rede
"Crossodactylus gaudichaudii Duméril & Bibron, 1841",20,True,2429868
Anemia buniifolia (Gardner) T.Moore,0,False,erro_rede
"Bokermannohyla alvarengai (Bokermann, 1956)",20,True,2428070
"Battus polystictus (Butler, 1874)",0,False,erro_rede
Bothriochloa ischaemum (L.) Keng,0,False,erro_rede
"Dynamine meridionalis Röber, 1915",20,True,1909154
Passiflora phellos Feuillet,20,True,3587007
"Sultana sultana (Dillwyn, 1817)",0,False,erro_rede
Vellozia squamata Pohl,0,False,erro_rede
"Pseudoparomius linearis (Stål, 1874)",0,False,erro_rede
"Phaethornis superciliosus (Linnaeus, 1766)",0,False,erro_rede
Ouratea cauliflora Fraga & Saavedra,4,True,8106012
"Megalopyge urens Berg, 1882",20,True,1751610
"Ameiva ameiva (Linnaeus, 1758)",0,False,erro_rede
Centrosema carajasense Cavalcante,0,False,erro_rede
Psychotria glaziovii Müll.Arg.,20,True,2923531
Myrcia polyantha DC.,20,True,3174058
Passiflora trifasciata Lem.,0,False,erro_rede
Vanilla verrucosa Hauman,0,False,erro_rede
Tovomitopsis paniculata (Spreng.) Planch. & Triana,0,False,erro_rede
"Dorisiana noriegai Sanborn & Heath, 2014",20,True,7751355
Mikania sericea Hook. & Arn.,20,True,5398582
"Chamaelimnas tircis C. Felder & R. Felder, 1865",0,False,sem_match_taxonomico
"Coendou melanurus (Wagner, 1842)",0,False,erro_rede
"Lepidocolaptes albolineatus (Lafresnaye, 1845)",0,False,erro_rede
"Bradypus (Bradypus) variegatus Schinz, 1825",0,False,erro_rede
Myrcia fenzliana O.Berg,20,True,3174089
Combretum glaucocarpum Mart.,20,True,3698325
"Phenrica littoralis (Bechyně, 1955)",0,False,erro_rede
Peperomia trinervis Ruiz & Pav.,0,False,erro_rede
"Gonyleptes gonyleptoides (Soares & Soares, 1945)",20,True,6903718
Pterolepis glomerata (Rottb.) Miq.,20,True,5420897
"Sporophila albogularis (Spix, 1825)",0,False,erro_rede
"Rothschildia belus (Maassen, 1873)",0,False,erro_rede
Sisyrinchium weirii Baker,0,False,erro_rede
Wittrockia gigantea (Baker) Leme,0,False,erro_rede
Cereus fernambucensis Lem.,20,True,7282711
Eugenia dodonaeifolia Cambess.,20,True,5417555
"Chaetura cinereiventris Sclater, 1862",0,False,erro_rede
Melpomene moniliformis (Lag. ex Sw.) A.R.Sm. & R.C.Moran,0,False,erro_rede
"Dasyscelus dilatatus Brunner von Wattenwyl, 1895",0,False,erro_rede
"Marma nigritarsis Simon, 1900",20,True,2167907
Microlicia serpyllifolia D.Don,20,True,3859789
"Hemiramphus balao Lesueur, 1821",0,False,erro_rede
Myrcia rufipes DC.,0,False,erro_rede
"Melipotis perpendicularis (Guenée, 1852)",20,True,1790287
"Odontomachus affinis Guérin-Méneville, 1844",20,True,5035370
"Linogeraeus x-albus (Hustache, 1924)",0,False,erro_rede
Ocotea leucoxylon (Sw.) Laness.,0,False,erro_rede
"Sphaenorhynchus lacteus (Daudin, 1800)",20,True,2428022
"Syrnia hypnois Hübner, 1821",0,False,erro_rede
Eragrostis perennis Döll,20,True,4143138
"Abaetetuba bahiensis (Mello-Leitão, 1931)",0,False,erro_rede
Catasetum gladiatorium K.G.Lacerda,0,False,erro_rede
"Atractus maculatus (Günther, 1858)",0,False,erro_rede
"Ameerega trivittata (Spix, 1824)",20,True,2429038
Quiina glaziovii Engl.,20,True,3986460
"Micrathyria ocellata Martin, 1897",0,False,erro_rede
"Colla rhodope (Drury, 1782)",0,False,erro_rede
"Piezochaerus monnei Mermudes, 2008",0,False,erro_rede
Microlicia martiana O.Berg ex Triana,20,True,3860641
"Aniara sepulcralis (Fabricius, 1801)",20,True,8341262
Besleria melancholica (Vell.) C.V.Morton,0,False,erro_rede
"Proceratophrys concavitympanum Giaretta, Bernarde & Kokubum, 2000",9,True,2424304
Oenocarpus bacaba Mart.,20,True,2735454
Mandevilla coccinea (Hook. & Arn.) Woodson,0,False,erro_rede
Vriesea noblickii Martinelli & Leme,0,False,erro_rede
Angelonia procumbens (Schrad.) Nees & Mart.,0,False,erro_rede
Utricularia praelonga A.St.-Hil. & Girard,0,False,erro_rede
"Bryolymnia marginata Schaus, 1911",20,True,1764145
Erythroxylum squamatum Sw.,20,True,7284874
Eryngium fluminense Urb.,0,False,erro_rede
Megalastrum littorale R.C.Moran et al.,0,False,erro_rede
Callianthe rufinerva (A.St.-Hil.) Donnel,0,False,erro_rede
Hypericum cordiforme A.St.-Hil.,0,False,erro_rede
Bulbophyllum dusenii Kraenzl.,7,True,2845190
Tibouchina papyrus (Pohl) Toledo,20,True,3860605
Schlotheimia torquata (Hedw.) Brid.,0,False,erro_rede
Streptostachys lanciflora R.P.Oliveira & Longhi-Wagner,2,True,4129497
Pleopeltis alborufula (Brade) Salino,13,True,8068902
Vriesea hydrophora Ule,0,False,erro_rede
Ipomoea carnea Jacq.,0,False,erro_rede
"Megapoda labiata (Fabricius, 1805)",0,False,erro_rede
Neoglaziovia variegata (Arruda) Mez,0,False,erro_rede
Aeschynomene filosa Mart.,20,True,8085708
"Trichaptus mutillarius (Perty, 1832)",8,True,1210929
Cladonia didyma (Fée) Vain.,0,False,erro_rede
"Eryphanis automedon (Cramer, 1775)",0,False,erro_rede
Pseudocryphaea domingensis (Spreng.) W.R.Buck,0,False,erro_rede
"Mactrellona alata (Spengler, 1802)",20,True,2286438
Myriophyllum aquaticum (Vell.) Verdc.,20,True,5361785
Mandirola multiflora (Gardner) Decne.,0,False,erro_rede
Asclepias mellodora A.St.-Hil.,0,False,erro_rede
Specklinia grobyi (Batem. ex Lindl.) F.Barros,0,False,erro_rede
"Hypanthidium (Hypanthidium) foveolatum (Alfken, 1930)",7,True,1338221
Azara uruguayensis (Speg.) Sleumer,20,True,5604354
"Galianthe palustris (Cham. & Schltdl.) Cabaña Fader & E. L. Cabral,",0,False,erro_rede
Bignonia noterophila Mart. ex DC.,0,False,erro_rede
Rodriguezia decora (Lem.) Rchb.f.,0,False,erro_rede
"Gelanor zonatus (Koch, 1845)",20,True,2167387
Krapovickasia macrodon (A.DC.) Fryxell,20,True,3939063
Secondatia floribunda A.DC.,0,False,erro_rede
Sisyrinchium alatum Hook.,0,False,erro_rede
"Arilus carinatus (Forster, 1771)",0,False,erro_rede
"Eudistoma carolinense Van Name, 1945",2,True,2330379
Zornia pardina Mohlenbr.,20,True,5355372
Chamaecostus subsessilis (Nees & Mart.) C.D.Specht & D.W.Stev.,0,False,erro_rede
"Drymaeus palliolum (Férussac, 1821)",0,False,erro_rede
Ipomoea triloba L.,0,False,erro_rede
Chamaecrista bahiae (H.S.Irwin) H.S.Irwin & Barneby,0,False,erro_rede
Piper augustum Rudge,20,True,7305990
Gymneia virgata (Benth.) Harley & J.F.B.Pastore,20,True,8260844
Tococa macrophysca Spruce ex Triana,0,False,erro_rede
Eremanthus glomerulatus Less.,0,False,erro_rede
"Metcalfiella pertusa (Germar, 1835)",20,True,5154683
Mimosa pithecolobioides Benth.,20,True,2969912
Vriesea capixabae Leme,0,False,erro_rede
Mimosa lupinoides Chodat & Hassl.,0,False,erro_rede
Salacia multiflora (Lam.) DC.,0,False,erro_rede
Pfaffia glomerata (Spreng.) Pedersen,0,False,erro_rede
"Erythrogonia excisa Melichar, 1926",20,True,2034158
"Psychotria fractistipula L.B.Sm., R.M.Klein & Delprete",20,True,3847941
Habenaria rodeiensis Barb.Rodr.,0,False,erro_rede
"Amphibalanus amphitrite (Darwin, 1854)",0,False,erro_rede
"Pseudopipra pipra (Linnaeus, 1758)",20,True,9226874
Pleroma kollmannianum F.S.Mey. & R.Goldenb.,7,True,8850734
Myrcia nivea Cambess.,0,False,erro_rede
Pleopeltis pleopeltidis (Fée) de la Sota,0,False,erro_rede
Pharus lappulaceus Aubl.,0,False,erro_rede
"Phrontis vibex (Say, 1822)",0,False,erro_rede
Handroanthus pulcherrimus (Sandwith) Mattos,6,True,8062569
"Machtima crucigera (Fabricius, 1775)",20,True,4390508
"Horama panthalon (Fabricius, 1793)",0,False,erro_rede
Freziera atlantica Zorzan. & Amorim,0,False,erro_rede
Clusia criuva Cambess.,20,True,7329873
Leandra eichleri Cogn.,20,True,3864799
Borreria schumannii (Standl. ex Bacigalupo) E.L.Cabral & Sobrado,0,False,erro_rede
Cattleya walkeriana Gardner,0,False,erro_rede
"Tettisama bisellata (Signoret, 1862)",0,False,erro_rede
"Picumnus albosquamatus d'Orbigny, 1840",0,False,erro_rede
"Galethalea pica (Walker, 1855)",20,True,10041868
"Odontomachus haematodus (Linnaeus, 1758)",20,True,5035385
Thamnomyces chordalis Fr.,0,False,erro_rede
Aegiphila pernambucensis Moldenke,0,False,erro_rede
Dioscorea sinuata Vell.,0,False,erro_rede
"Amalda josecarlosi Pastorino, 2003",3,True,4368089
Betencourtia neesii (DC.) L.P.Queiroz,20,True,10906904
Sida spinosa L.,0,False,erro_rede
Chondracanthus teedei (Mertens ex Roth) Fredericq,0,False,erro_rede
Lessingianthus squamosus M.Monge & Semir,4,True,10500759
Phoenix sylvestris (L.) Roxb.,20,True,5293177
Kalanchoe laxiflora Baker,0,False,erro_rede
Eugenia brasiliensis Lam.,0,False,erro_rede
"Belvosia bicincta Robineau-Desvoidy, 1830",0,False,erro_rede
Amanita rubescens Pers.,0,False,erro_rede
Podranea ricasoliana (Tanfani) Sprague,20,True,3172592
Chaptalia integerrima (Vell.) Burkart,20,True,3090309
Apeiba glabra Aubl.,0,False,erro_rede
Dennstaedtia dissecta T.Moore,0,False,erro_rede
"Latebraria nymphaloides (Walker, 1858)",0,False,erro_rede
"Parides anchises (Linnaeus, 1758)",20,True,1937090
Hibiscus schizopetalus (Dyer) Hook.f.,20,True,9064581
"Dysithamnus xanthopterus Burmeister, 1856",0,False,erro_rede
"Sporophila falcirostris (Temminck, 1820)",0,False,erro_rede
"Trichomycterus goeldii Boulenger, 1896",10,True,2343049
Salacia elliptica (Mart.) G. Don,20,True,8599572
Elaphoglossum organense Brade,0,False,erro_rede
Asplenium austrobrasiliense (Christ) Maxon,0,False,erro_rede
Sansonia bradei Chiron,0,False,erro_rede
Dyckia heloisae L.B.Sm.,6,True,2696601
"Fulgurodes sartinaria Guenée, 1858",2,True,1991503
"Imbira marcusi Carbayo, Álvarez-Presas, Olivares, Marques, Froehlich & Riutort, 2013",0,False,erro_rede
Ludisia discolor (Ker Gawl.) Blume,0,False,erro_rede
Lantana glaziovii Moldenke,0,False,erro_rede
Anemia gardneri Hook.,20,True,7789504
Phoradendron bathyoryctum Eichler,20,True,4069511
"Selambina trajiciens Walker, 1858",0,False,erro_rede
Racinaea spiculosa (Griseb.) M.A.Spencer & L.B.Sm.,0,False,erro_rede
"Perinereis anderssoni Kinberg, 1865",0,False,erro_rede
"Heza insignis Stål, 1859",0,False,erro_rede
Rhynchosia phaseoloides (Sw.) DC.,20,True,5350882
Ruellia curviflora Nees & Mart.,20,True,5574824
"Cyanophrys bertha (Jones, 1912)",0,False,erro_rede
Elaphoglossum pachyphyllum (Kunze) C. Chr.,0,False,erro_rede
"Leistes militaris (Linnaeus, 1758)",0,False,erro_rede
"Lyrnessus geniculatus (Guérin-Méneville, 1857)",20,True,4391715
"Spodoptera eridania (Stoll, 1782)",20,True,5109850
Eugenia handroana D.Legrand,0,False,erro_rede
"Patagioenas cayennensis (Bonnaterre, 1792)",0,False,erro_rede
"Erythrogonia calva (Taschenberg, 1884)",0,False,erro_rede
Indigofera lespedezioides Kunth,20,True,2972300
"Enoploctenus cyclothorax (Bertkau, 1880)",20,True,2152451
"Oraesia nobilis Felder & Rogenhofer, 1874",0,False,erro_rede
Melocactus glaucescens Buining & Brederoo,0,False,erro_rede
"Phyllocaulis variegatus (Semper, 1885)",0,False,erro_rede
"Tibouchina albescens Cogn. ex P.J.F.Guim., A.L.F.Oliveira & R.Romero",0,False,erro_rede
Adenocalymma cinereum Udulutsch & Assis,8,True,8218144
Neomarica caerulea (Ker Gawl.) Sprague,20,True,2745689
"Thalestria spinosa (Fabricius, 1804)",0,False,erro_rede
Lenzites elegans (Spreng.) Pat.,0,False,erro_rede
Habenaria montevidensis Spreng.,20,True,2828376
"Colobura dirce (Linnaeus, 1758)",20,True,5129251
Calliandra hygrophila Mackinder & G.P.Lewis,0,False,erro_rede
"Xeniades victoria Evans, 1955",1,True,1942856
Metzgeria conjugata Lindb.,20,True,5710215
"Cydamus picticeps (Stål, 1859)",0,False,erro_rede
"Verrucosa meridionalis (Keyserling, 1892)",0,False,erro_rede
"Stelgidopteryx ruficollis (Vieillot, 1817)",0,False,erro_rede
"Cyclodontina fusiformis (Menke, 1828)",0,False,erro_rede
"Thamnophilus nigrocinereus (Sclater, 1855)",20,True,5959203
"Bachia flavescens (Bonnaterre, 1789)",20,True,5222351
"Haemaphlebiella strigata Jones, 1914",0,False,erro_rede
"Kuschelina vigintinotata Bechyně, 1957",0,False,erro_rede
Rodriguezia bahiensis Rchb.f.,7,True,5313608
"Adelpha gavina Fruhstorfer, 1915",15,True,12033801
"Ameerega hahneli (Boulenger, 1884)",0,False,erro_rede
Hohenbergia augusta (Vell.) É.Morren,0,False,erro_rede
"Pseudocolopteryx flaviventris (d'Orbigny & Lafresnaye, 1837)",0,False,erro_rede
Fridericia samydoides (Cham.) L.G.Lohmann,20,True,7896472
"Clibanarius antillensis Stimpson, 1859",20,True,2224450
Urvillea rufescens Cambess.,0,False,erro_rede
Phlegmariurus mooreanus (Baker) B.Øllg.,0,False,erro_rede
Passiflora pohlii Mast.,20,True,3586594
Adenocalymma trifoliatum (Vell.) R.C.Laroche,20,True,7298276
Baccharis platypoda DC.,0,False,erro_rede
Struthanthus polyrrhizus (Mart.) Mart.,0,False,erro_rede
Anemopaegma laeve DC.,0,False,erro_rede
"Gonyleptes curticornis (Mello-Leitão, 1940)",20,True,6903736
"Camponotus (Myrmobrachys) mus Roger, 1863",0,False,erro_rede
"Phoenicoprocta teda (Walker, 1854)",20,True,1810867
Meriania sanchezii R.Goldenb.,0,False,erro_rede
Selaginella sulcata (Desv. ex Poir.) Spring,0,False,erro_rede
Habenaria paranaensis Barb.Rodr.,0,False,erro_rede
Sanderella discolor (Barb.Rodr.) Cogn.,6,True,5310838
Trogia cantharelloides (Mont.) Pat.,20,True,2537897
"Hemeroblemma mexicana (Guenée, 1852)",0,False,erro_rede
Urera nitida (Vell.) P.Brack,0,False,erro_rede
Mollinedia glabra (Spreng.) Perkins,20,True,3782658
Daphnopsis racemosa Griseb.,20,True,7311591
"Chirgus veturius (Plötz, 1884)",0,False,erro_rede
Handroanthus catarinensis (A.H.Gentry) S.Grose,0,False,erro_rede
"Dircema nigripenne (Fabricius, 1792)",20,True,9516515
Coccoloba ramosissima Wedd.,20,True,4036010
"Ancyloxypha nitedula (Burmeister, 1878)",0,False,erro_rede
"Siderastrea stellata Verrill, 1868",0,False,erro_rede
Monotagma plurispicatum (Körn.) K.Schum.,0,False,erro_rede
"Myrmecotypus niger Chickering, 1937",0,False,erro_rede
"Dendrocincla fuliginosa (Vieillot, 1818)",20,True,2485950
Eugenia paracatuana O.Berg,20,True,5417581
Tontelea mauritioides (A.C. Sm.) A.C. Sm.,0,False,erro_rede
"Ameromyia nigriventris (Walker, 1860)",0,False,erro_rede
"Micrathena excavata (Koch, 1836)",20,True,2159626
Mouriri collocarpa Ducke,20,True,3870850
Burmannia bicolor Mart.,0,False,erro_rede
"Leucanopsis oruba (Schaus, 1892)",0,False,erro_rede
