ID taxonômico,Classificação taxonômica,nome científico,scientificNameAuthorship,taxonomicStatus,estabelecer meios,Gênero,família,ordem,classe,filo,reino,nome do conjunto de dados,parentGuid,acceptedConceptName,acceptedConceptID,tipo,título
ZJ7,species,Calea marginata S.F.Blake,S.F.Blake,accepted,,Calea L.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7DC5,,,TAXON,
GPV3,species,Abuta selloana Eichler,Eichler,accepted,,Abuta Barrère ex Aubl.,Menispermaceae A.Juss.,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",G5LD,,,TAXON,
J3JN,species,Eleocharis endounifascis Hinchliff & Roalson,Hinchliff & Roalson,accepted,,Eleocharis R.Br.,Cyperaceae Juss.,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",74QW,,,TAXON,
HN8,species,"Proceratophrys melanopogon (Miranda-Ribeiro, 1926)","(Miranda-Ribeiro, 1926)",accepted,,Proceratophrys,Odontophrynidae,"Anura Duméril, 1805","Amphibia Gray, 1825","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HJHW,,,TAXON,
32ZZ,species,Chamaecrista mucronata (Spreng.) H.S.Irwin & Barneby,(Spreng.) H.S.Irwin & Barneby,accepted,,Chamaecrista (L.) Moench,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DPFZ,,,TAXON,
5VLM,species,"Barreirana barreirana (Riester, 1938)","(Riester, 1938)",accepted,,"Barreirana Carbayo, Álvarez-Presas, Olivares, Marques, Froehlich & Riutort, 2013","Geoplanidae Stimpson, 1857","Tricladida Lang, 1881","Rhabditophora Ehlers, 1985","Platyhelminthes Gegenbaur, 1859",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J7ZD,,,TAXON,
876N,species,Dyckia horrida (L.B.Sm.) Forzza,(L.B.Sm.) Forzza,accepted,,Dyckia Schult. & Schult.f.,Bromeliaceae A.Juss.,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7ZZ2,,,TAXON,
9XNK,species,"Rineloricaria nigricauda (Regan, 1904)","(Regan, 1904)",accepted,,"Rineloricaria Bleeker, 1862","Loricariidae Rafinesque, 1815","Siluriformes Hay, 1929","Actinopterygii Klein, 1885","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J2L2,,,TAXON,
5LWW,species,"Phaegoptera granifera Schaus, 1892","Schaus, 1892",accepted,,"Phaegoptera Herrich-Schäffer, 1853","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HLHX,,,TAXON,
DCYX,species,Euphorbia potentilloides Boiss.,Boiss.,accepted,,Euphorbia L.,Euphorbiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CWJY,,,TAXON,
BTQ2,species,"Aplysia dactylomela Rang, 1828","Rang, 1828",accepted,,Aplysia,"Aplysiidae Lamarck, 1809","Anaspidea Fischer, 1883","Gastropoda Cuvier, 1795","Mollusca Linnaeus, 1758",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9JF5,,,TAXON,
7L2V,species,Clerodendrum quadriloculare (Blanco) Merr.,(Blanco) Merr.,accepted,,Clerodendrum L.,Lamiaceae Martinov,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5HQS,,,TAXON,
7V22,species,"Myiothlypis rivularis (Wied, 1821)","(Wied, 1821)",accepted,,"Myiothlypis Cabanis, 1850","Parulidae Wetmore, Friedmann, Lincoln, Miller, Peters, van Rossem, Van Tyne & Zimmer, 1947","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",LDZ,,,TAXON,
C8P2,species,Dioscorea stegelmanniana R.Knuth,R.Knuth,accepted,,Dioscorea L.,Dioscoreaceae R.Br.,Dioscoreales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5GFG,,,TAXON,
FVV4,species,Leandra carassana (DC.) Cogn.,(DC.) Cogn.,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
85GY,species,Mimosa lanuginosa Glaz. ex Burkart,Glaz. ex Burkart,accepted,,Mimosa L.,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9C36,,,TAXON,
3JQX,species,"Talides sergestus (Cramer, 1775)","(Cramer, 1775)",accepted,,"Talides Hübner, [1819]","Hesperiidae Latreille, 1809","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7CDH,,,TAXON,
DQ97,species,Cupania ludowigii Somner & Ferrucci,Somner & Ferrucci,accepted,,Cupania L.,Sapindaceae Juss.,Sapindales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6VVV,,,TAXON,
3N4W,species,Besleria discreta G.E.Ferreira,G.E.Ferreira,accepted,,Besleria Plum. ex L.,Gesneriaceae Rich. & Juss. ex DC.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",H22X,,,TAXON,
J7Q4,species,Baccharis semiserrata DC.,DC.,accepted,,Baccharis L.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7TSD,,,TAXON,
D6VT,species,Hyptis atrorubens Poit.,Poit.,accepted,,Hyptis Jacq.,Lamiaceae Martinov,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5ZG9,,,TAXON,
B768,species,Rhynchospora pubera (Vahl) Boeckeler,(Vahl) Boeckeler,accepted,,Rhynchospora Vahl,Cyperaceae Juss.,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HMB3,,,TAXON,
6R3J,species,Philodendron minarum Engl.,Engl.,accepted,,Philodendron Schott,Araceae Juss.,Alismatales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4LWV,,,TAXON,
CDPR,species,Ichnanthus inconstans (Trin. ex Nees) Döll,(Trin. ex Nees) Döll,accepted,,Ichnanthus P.Beauv.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FL3C,,,TAXON,
GVD5,species,Agrianthus luetzelburgii Mattf.,Mattf.,accepted,,Agrianthus Mart. ex DC.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CJ7Q,,,TAXON,
H5PY,species,"Corallus caninus (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Corallus Daudin, 1803","Boidae Gray, 1825","Squamata Oppel, 1811","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3TB4,,,TAXON,
6HSX,species,"Aubergina vanessoides (Prittwitz, 1865)","(Prittwitz, 1865)",accepted,,"Aubergina Johnson, 1991","Lycaenidae Leach, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9ZTH,,,TAXON,
B7SC,species,"Rhynchonycteris naso (Wied-Neuwied, 1820)","(Wied-Neuwied, 1820)",accepted,,"Rhynchonycteris W. Peters, 1867","Emballonuridae P. Gervais, 1856","Chiroptera Blumenbach, 1779","Mammalia Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8PYJ,,,TAXON,
GPMV,species,Humiriastrum mussunungense Cuatrec.,Cuatrec.,accepted,,Humiriastrum (Urb.) Cuatrec.,Humiriaceae A.Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",36N8,,,TAXON,
9K2Y,species,"Obama applanata (Graff, 1899)","(Graff, 1899)",accepted,,"Obama Carbayo, Álvarez-Presas, Olivares, Marques, Froehlich & Riutort, 2013","Geoplanidae Stimpson, 1857","Tricladida Lang, 1881","Rhabditophora Ehlers, 1985","Platyhelminthes Gegenbaur, 1859",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",D4,,,TAXON,
3RHW,species,Angelonia goyazensis Benth.,Benth.,accepted,,Angelonia Bonpl.,Plantaginaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J4Z3,,,TAXON,
4HCD,species,"Hemitriccus furcatus (Lafresnaye, 1846)","(Lafresnaye, 1846)",accepted,,"Hemitriccus Cabanis & Heine, 1859","Rhynchocyclidae Berlepsch, 1907","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B4DV,,,TAXON,
79P9,species,Uebelmannia pectinifera Buining,Buining,accepted,,Uebelmannia Buining,Cactaceae Juss.,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",P3M,,,TAXON,
6V3Z,species,"Tangara brasiliensis (Linnaeus, 1766)","(Linnaeus, 1766)",accepted,,"Tangara Brisson, 1760","Thraupidae Cabanis, 1847","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",F5GZ,,,TAXON,
HW72,species,Olyra fasciculata Trin.,Trin.,accepted,,Olyra L.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5DVJ,,,TAXON,
FBJT,species,Mimosa thomista Barneby,Barneby,accepted,,Mimosa L.,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9C36,,,TAXON,
SDP,species,"Xanthophaeina levis Druce, 1899","Druce, 1899",accepted,,"Xanthophaeina Hampson, 1901","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8GG2,,,TAXON,
7KDZ,species,"Zonitoides arboreus (Say, 1817)","(Say, 1817)",accepted,,"Zonitoides Lehmann, 1862","Gastrodontidae Tryon, 1866","Stylommatophora Schmidt, 1855","Gastropoda Cuvier, 1795","Mollusca Linnaeus, 1758",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",G358,,,TAXON,
7RTN,species,"Idalus citrina Druce, 1890","Druce, 1890",accepted,,"Idalus Walker, 1855","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",88G7,,,TAXON,
4BBT,species,"Tricladia prytanes (Schaus, 1892)","(Schaus, 1892)",accepted,,"Tricladia Felder & Felder, 1874","Hepialidae Stephens, 1829","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6WVR,,,TAXON,
5MLC,species,"Exaerete frontalis (Guérin-Méneville, 1844)","(Guérin-Méneville, 1844)",accepted,,"Exaerete Hoffmannsegg, 1817","Apidae Latreille, 1802","Hymenoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9FJ7,,,TAXON,
98KK,species,Camarea ericoides A.St.-Hil.,A.St.-Hil.,accepted,,Camarea A.St.-Hil.,Malpighiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",35Z7,,,TAXON,
67BH,species,Sorghastrum minarum (Nees) Hitchc.,(Nees) Hitchc.,accepted,,Sorghastrum Nash,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",F7J7,,,TAXON,
GBGN,species,Ossaea cabraliensis (Wurdack) D´El Rei Souza,(Wurdack) D´El Rei Souza,accepted,,Ossaea DC.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HP2T,,,TAXON,
3DN2,species,"Cyphomyia leucocephala Wiedemann, 1819","Wiedemann, 1819",accepted,,"Cyphomyia Wiedemann, 1819","Stratiomyidae Latreille, 1802","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HV9M,,,TAXON,
GZZ5,species,Lonicera japonica Thumb.,Thumb.,accepted,,Lonicera L.,Caprifoliaceae Juss.,Dipsacales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3B9,,,TAXON,
D2JN,species,Aphelandra sinclairiana Nees,Nees,accepted,,Aphelandra R.Br.,Acanthaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DLRK,,,TAXON,
DFDC,species,Nidularium mangaratibense Leme,Leme,accepted,,Nidularium Lem.,Bromeliaceae A.Juss.,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HZJZ,,,TAXON,
32DY,species,Ludovia lancifolia Brongn.,Brongn.,accepted,,Ludovia Brongn.,Cyclanthaceae Poit. ex A.Rich.,Pandanales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GJTN,,,TAXON,
D34T,species,Octomeria decumbens Cogn.,Cogn.,accepted,,Octomeria R.Br.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C8FJ,,,TAXON,
HPD8,species,Aristida longiseta Steud.,Steud.,accepted,,Aristida L.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",53T4,,,TAXON,
859X,species,"Conognatha (Conognatha) pretiosissima Chevrolat, 1838","Chevrolat, 1838",accepted,,"Conognatha Eschscholtz, 1829","Buprestidae Leach, 1815","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3MQR,,,TAXON,
HV39,species,"Boana multifasciatus (Günther, 1859)","(Günther, 1859)",accepted,,"Boana Gray, 1825","Hylidae Rafinesque, 1815","Anura Duméril, 1805","Amphibia Gray, 1825","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",74MP,,,TAXON,
WXH,species,Chamaecrista urophyllidia (H.S.Irwin & Barneby) H.S.Irwin & Barneby,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,accepted,,Chamaecrista (L.) Moench,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DPFZ,,,TAXON,
3FCX,species,Melpomene xiphopteroides (Liebm.) A.R.Sm. & R.C.Moran,(Liebm.) A.R.Sm. & R.C.Moran,accepted,,Melpomene A.R.Sm. & R.C.Moran,Polypodiaceae J.Presl,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",QBS,,,TAXON,
GLVK,species,"Eupsittula cactorum (Kuhl, 1820)","(Kuhl, 1820)",accepted,,"Eupsittula Bonaparte, 1853","Psittacidae Rafinesque, 1815","Psittaciformes Wagler, 1830","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5S2Q,,,TAXON,
9CQ6,species,Heliotropium elongatum (Lehm.) I.M.Johnst.,(Lehm.) I.M.Johnst.,accepted,,Heliotropium L.,Heliotropiaceae Schrad.,Boraginales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HG98,,,TAXON,
G38Y,species,Microgramma reptans (Cav.) A.R.Sm.,(Cav.) A.R.Sm.,accepted,,Microgramma C.Presl,Polypodiaceae J.Presl,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HFQ4,,,TAXON,
78SH,species,Passiflora balbis Feuillet,Feuillet,accepted,,Passiflora L.,Passifloraceae Juss. ex Roussel,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CY2Y,,,TAXON,
GZTS,species,"Procornitermes araujoi Emerson, 1952","Emerson, 1952",accepted,,"Procornitermes Emerson, 1949","Termitidae Latreille, 1802","Isoptera Brullé, 1832","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CHPY,,,TAXON,
59PQ,species,"Epictia borapeliotes (Vanzolini, 1996)","(Vanzolini, 1996)",accepted,,"Epictia Gray, 1845","Leptotyphlopidae Stejneger, 1892","Squamata Oppel, 1811","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3TBW,,,TAXON,
9KT3,species,"Hypostomus punctatus Valenciennes, 1840","Valenciennes, 1840",accepted,,"Hypostomus Lacépède, 1803","Loricariidae Rafinesque, 1815","Siluriformes Hay, 1929","Actinopterygii Klein, 1885","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4DBK,,,TAXON,
HMMB,species,Eugenia macrobracteolata Mattos,Mattos,accepted,,Eugenia L.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CX2G,,,TAXON,
GMZ8,species,Freesia refracta (Jacq.) Klatt,(Jacq.) Klatt,accepted,,Freesia Eckl. ex Klatt,Iridaceae Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FTHK,,,TAXON,
3FCF,species,Calyptrocarya poeppigiana Kunth,Kunth,accepted,,Calyptrocarya Nees,Cyperaceae Juss.,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3V3X,,,TAXON,
FJ65,species,Mikania guilleminii B.L.Rob.,B.L.Rob.,accepted,,Mikania Willd.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FGDW,,,TAXON,
7GYJ,species,"Adelpha lycorias (Godart, [1824])","(Godart, [1824])",accepted,,"Adelpha Hübner, [1819]","Nymphalidae Rafinesque, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J8WT,,,TAXON,
GT6R,species,"Olceclostera jairana Orlandin & Piovesan, 2023","Orlandin & Piovesan, 2023",accepted,,"Olceclostera Butler, 1878","Apatelodidae Neumoegen & Dyar, 1894","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",644B,,,TAXON,
7MF,species,Lessingianthus rubricaulis (Humb. & Bonpl.) H.Rob.,(Humb. & Bonpl.) H.Rob.,accepted,,Lessingianthus H.Rob.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3QGG,,,TAXON,
DLFD,species,"Anthus hellmayri Hartert, 1909","Hartert, 1909",accepted,,"Anthus Bechstein, 1805","Motacillidae Horsfield, 1821","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",96QH,,,TAXON,
9VTX,species,Baccharis conyzoides (Less.) DC.,(Less.) DC.,accepted,,Baccharis L.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7TSD,,,TAXON,
7NWJ,species,Octoblepharum erectifolium Mitt. ex Williams,Mitt. ex Williams,accepted,,Octoblepharum Hedw.,Calymperaceae Kindb.,Dicranales,Bryopsida,Bryophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GVQJ,,,TAXON,
8NKQ,species,Philyra brasiliensis Klotzsch,Klotzsch,accepted,,Philyra Klotzsch,Euphorbiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FJ27,,,TAXON,
4FWF,species,Gomesa ciliata (Lindl.) M.W.Chase & N.H.Williams,(Lindl.) M.W.Chase & N.H.Williams,accepted,,Gomesa R.Br.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4QW8,,,TAXON,
8TVW,species,Myrcia reticulosa Miq.,Miq.,accepted,,Myrcia DC.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8V6D,,,TAXON,
FZJM,species,"Trizogeniates cribricollis (Lucas, 1859)","(Lucas, 1859)",accepted,,"Trizogeniates Ohaus, 1917","Melolonthidae Leach, 1819","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GNXM,,,TAXON,
GB7V,species,"Pipra aureola (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Pipra Linnaeus, 1764","Pipridae Rafinesque, 1815","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BX8M,,,TAXON,
